gym_id,gym_name,region,gym_size,sku,product_name,category,vendor,par_level,on_hand,avg_weekly_sales,weeks_of_supply,stock_status,cost,retail,inventory_value_cost,inventory_value_retail,days_since_last_receipt
MOV-006,Movement Fountain,Colorado,Small,SH-005,Evolv Shaman,Climbing Shoes,Evolv,7,4,1.1,3.7,Low,85.0,169.95,340.0,679.8,24
MOV-006,Movement Fountain,Colorado,Small,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,7,5,1.3,3.7,Low,90.0,179.95,450.0,899.75,28
MOV-006,Movement Fountain,Colorado,Small,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,7,5,1.2,4.3,In Stock,42.0,84.95,210.0,424.75,16
MOV-006,Movement Fountain,Colorado,Small,HR-001,Petzl Corax,Harnesses,Petzl,5,2,1.1,1.9,Critical Low,32.0,64.95,64.0,129.9,27
MOV-006,Movement Fountain,Colorado,Small,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,5,4,0.8,5.2,In Stock,30.0,59.95,120.0,239.8,9
MOV-006,Movement Fountain,Colorado,Small,HR-003,Petzl Sitta,Harnesses,Petzl,5,2,0.7,2.9,Low,70.0,139.95,140.0,279.9,57
MOV-006,Movement Fountain,Colorado,Small,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,5,2,0.8,2.4,Low,35.0,69.95,70.0,139.9,15
MOV-006,Movement Fountain,Colorado,Small,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,17,19,3.1,6.2,In Stock,10.0,21.95,190.0,417.05,40
MOV-006,Movement Fountain,Colorado,Small,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,17,12,2.1,5.8,In Stock,12.0,24.95,144.0,299.4,54
MOV-006,Movement Fountain,Colorado,Small,CH-003,Metolius Super Chalk,Chalk,Metolius,17,10,2.7,3.6,Low,4.0,9.95,40.0,99.5,24
MOV-006,Movement Fountain,Colorado,Small,CH-004,Black Diamond White Gold,Chalk,Black Diamond,17,5,1.8,2.8,Low,5.0,11.95,25.0,59.75,55
MOV-006,Movement Fountain,Colorado,Small,BD-001,Petzl GriGri+,Belay Devices,Petzl,3,2,0.5,4.0,In Stock,55.0,109.95,110.0,219.9,51
MOV-006,Movement Fountain,Colorado,Small,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,3,2,0.5,4.0,In Stock,12.0,24.95,24.0,49.9,17
MOV-006,Movement Fountain,Colorado,Small,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,3,1,0.5,2.0,Low,15.0,29.95,15.0,29.95,9
MOV-006,Movement Fountain,Colorado,Small,CB-001,Petzl Attache,Carabiners,Petzl,3,1,0.5,2.0,Low,8.0,16.95,8.0,16.95,21
MOV-006,Movement Fountain,Colorado,Small,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,3,1,0.5,2.0,Low,7.0,14.95,7.0,14.95,28
MOV-006,Movement Fountain,Colorado,Small,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,3,1,0.6,1.7,Critical Low,12.0,24.95,12.0,24.95,21
MOV-006,Movement Fountain,Colorado,Small,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,5,5,0.9,5.6,In Stock,8.0,17.95,40.0,89.75,18
MOV-006,Movement Fountain,Colorado,Small,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,5,5,0.8,6.4,In Stock,10.0,21.95,50.0,109.75,43
MOV-006,Movement Fountain,Colorado,Small,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,5,3,0.9,3.4,Low,9.0,19.95,27.0,59.85,12
MOV-006,Movement Fountain,Colorado,Small,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,3,1,0.7,1.4,Critical Low,95.0,189.95,95.0,189.95,11
MOV-006,Movement Fountain,Colorado,Small,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,3,0,0.5,0.0,Out of Stock,80.0,159.95,0.0,0.0,23
MOV-006,Movement Fountain,Colorado,Small,AP-001,prAna Stretch Zion Pant,Apparel,prAna,7,8,0.6,12.4,Overstock,40.0,85.0,320.0,680.0,26
MOV-006,Movement Fountain,Colorado,Small,AP-002,prAna Bridger Jean,Apparel,prAna,7,4,1.2,3.4,Low,35.0,75.0,140.0,300.0,57
MOV-006,Movement Fountain,Colorado,Small,AP-003,Movement Logo Tee,Apparel,prAna,7,3,0.7,4.3,In Stock,8.0,25.0,24.0,75.0,36
MOV-006,Movement Fountain,Colorado,Small,TR-001,Metolius Simulator 3D,Training,Metolius,3,1,0.5,2.0,Low,20.0,44.95,20.0,44.95,33
MOV-006,Movement Fountain,Colorado,Small,TR-002,Metolius Rock Rings,Training,Metolius,3,2,0.5,4.0,In Stock,15.0,34.95,30.0,69.9,23
MOV-007,Movement Plano,Texas,Large,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,15,9,3.1,2.9,Low,45.0,89.95,405.0,809.55,16
MOV-007,Movement Plano,Texas,Large,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,15,8,1.5,5.2,In Stock,50.0,99.95,400.0,799.6,9
MOV-007,Movement Plano,Texas,Large,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,15,13,1.9,6.8,In Stock,95.0,189.95,1235.0,2469.35,27
MOV-007,Movement Plano,Texas,Large,SH-004,Evolv Defy,Climbing Shoes,Evolv,15,7,2.7,2.6,Low,40.0,79.95,280.0,559.65,30
MOV-007,Movement Plano,Texas,Large,SH-005,Evolv Shaman,Climbing Shoes,Evolv,15,14,2.2,6.4,In Stock,85.0,169.95,1190.0,2379.3,26
MOV-007,Movement Plano,Texas,Large,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,15,18,2.1,8.5,In Stock,90.0,179.95,1620.0,3239.1,1
MOV-007,Movement Plano,Texas,Large,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,15,6,2.5,2.4,Low,42.0,84.95,252.0,509.7,2
MOV-007,Movement Plano,Texas,Large,HR-001,Petzl Corax,Harnesses,Petzl,12,9,2.0,4.4,In Stock,32.0,64.95,288.0,584.55,10
MOV-007,Movement Plano,Texas,Large,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,12,7,2.0,3.5,Low,30.0,59.95,210.0,419.65,34
MOV-007,Movement Plano,Texas,Large,HR-003,Petzl Sitta,Harnesses,Petzl,12,8,2.5,3.2,Low,70.0,139.95,560.0,1119.6,42
MOV-007,Movement Plano,Texas,Large,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,12,6,1.1,5.5,In Stock,35.0,69.95,210.0,419.7,19
MOV-007,Movement Plano,Texas,Large,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,37,29,6.8,4.3,In Stock,10.0,21.95,290.0,636.55,7
MOV-007,Movement Plano,Texas,Large,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,37,8,7.5,1.1,Critical Low,12.0,24.95,96.0,199.6,48
MOV-007,Movement Plano,Texas,Large,CH-003,Metolius Super Chalk,Chalk,Metolius,37,29,7.1,4.1,In Stock,4.0,9.95,116.0,288.55,30
MOV-007,Movement Plano,Texas,Large,CH-004,Black Diamond White Gold,Chalk,Black Diamond,37,38,4.3,8.9,In Stock,5.0,11.95,190.0,454.1,50
MOV-007,Movement Plano,Texas,Large,BD-001,Petzl GriGri+,Belay Devices,Petzl,7,4,1.1,3.7,Low,55.0,109.95,220.0,439.8,7
MOV-007,Movement Plano,Texas,Large,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,7,1,1.1,0.9,Critical Low,12.0,24.95,12.0,24.95,38
MOV-007,Movement Plano,Texas,Large,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,7,6,1.4,4.3,In Stock,15.0,29.95,90.0,179.7,43
MOV-007,Movement Plano,Texas,Large,CB-001,Petzl Attache,Carabiners,Petzl,7,2,1.2,1.7,Critical Low,8.0,16.95,16.0,33.9,54
MOV-007,Movement Plano,Texas,Large,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,7,4,1.2,3.4,Low,7.0,14.95,28.0,59.8,13
MOV-007,Movement Plano,Texas,Large,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,7,6,1.5,4.1,In Stock,12.0,24.95,72.0,149.7,41
MOV-007,Movement Plano,Texas,Large,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,12,3,2.5,1.2,Critical Low,8.0,17.95,24.0,53.85,42
MOV-007,Movement Plano,Texas,Large,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,12,7,1.5,4.7,In Stock,10.0,21.95,70.0,153.65,35
MOV-007,Movement Plano,Texas,Large,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,12,8,1.4,5.8,In Stock,9.0,19.95,72.0,159.6,22
MOV-007,Movement Plano,Texas,Large,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,7,4,1.2,3.3,Low,95.0,189.95,380.0,759.8,45
MOV-007,Movement Plano,Texas,Large,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,7,5,1.3,3.9,Low,80.0,159.95,400.0,799.75,28
MOV-007,Movement Plano,Texas,Large,AP-001,prAna Stretch Zion Pant,Apparel,prAna,15,10,3.9,2.5,Low,40.0,85.0,400.0,850.0,38
MOV-007,Movement Plano,Texas,Large,AP-002,prAna Bridger Jean,Apparel,prAna,15,7,1.4,5.0,In Stock,35.0,75.0,245.0,525.0,7
MOV-007,Movement Plano,Texas,Large,AP-003,Movement Logo Tee,Apparel,prAna,15,9,2.1,4.2,In Stock,8.0,25.0,72.0,225.0,27
MOV-007,Movement Plano,Texas,Large,TR-001,Metolius Simulator 3D,Training,Metolius,7,3,0.8,3.5,Low,20.0,44.95,60.0,134.85,16
MOV-007,Movement Plano,Texas,Large,TR-002,Metolius Rock Rings,Training,Metolius,7,5,1.3,3.9,Low,15.0,34.95,75.0,174.75,14
MOV-008,Movement Austin,Texas,Large,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,15,4,1.6,2.4,Low,45.0,89.95,180.0,359.8,39
MOV-008,Movement Austin,Texas,Large,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,15,8,2.6,3.0,Low,50.0,99.95,400.0,799.6,38
MOV-008,Movement Austin,Texas,Large,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,15,15,2.8,5.3,In Stock,95.0,189.95,1425.0,2849.25,39
MOV-008,Movement Austin,Texas,Large,SH-004,Evolv Defy,Climbing Shoes,Evolv,15,11,2.7,4.1,In Stock,40.0,79.95,440.0,879.45,45
MOV-008,Movement Austin,Texas,Large,SH-005,Evolv Shaman,Climbing Shoes,Evolv,15,8,2.4,3.3,Low,85.0,169.95,680.0,1359.6,2
MOV-008,Movement Austin,Texas,Large,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,15,6,2.3,2.7,Low,90.0,179.95,540.0,1079.7,5
MOV-008,Movement Austin,Texas,Large,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,15,13,1.7,7.6,In Stock,42.0,84.95,546.0,1104.35,14
MOV-008,Movement Austin,Texas,Large,HR-001,Petzl Corax,Harnesses,Petzl,12,17,1.4,11.9,In Stock,32.0,64.95,544.0,1104.15,37
MOV-008,Movement Austin,Texas,Large,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,12,7,1.7,4.1,In Stock,30.0,59.95,210.0,419.65,54
MOV-008,Movement Austin,Texas,Large,HR-003,Petzl Sitta,Harnesses,Petzl,12,4,2.3,1.8,Critical Low,70.0,139.95,280.0,559.8,20
MOV-008,Movement Austin,Texas,Large,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,12,11,2.5,4.4,In Stock,35.0,69.95,385.0,769.45,53
MOV-008,Movement Austin,Texas,Large,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,37,13,4.3,3.0,Low,10.0,21.95,130.0,285.35,1
MOV-008,Movement Austin,Texas,Large,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,37,38,6.1,6.2,In Stock,12.0,24.95,456.0,948.1,9
MOV-008,Movement Austin,Texas,Large,CH-003,Metolius Super Chalk,Chalk,Metolius,37,56,6.9,8.1,In Stock,4.0,9.95,224.0,557.2,34
MOV-008,Movement Austin,Texas,Large,CH-004,Black Diamond White Gold,Chalk,Black Diamond,37,14,5.5,2.5,Low,5.0,11.95,70.0,167.3,12
MOV-008,Movement Austin,Texas,Large,BD-001,Petzl GriGri+,Belay Devices,Petzl,7,5,1.0,4.9,In Stock,55.0,109.95,275.0,549.75,32
MOV-008,Movement Austin,Texas,Large,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,7,5,1.1,4.5,In Stock,12.0,24.95,60.0,124.75,38
MOV-008,Movement Austin,Texas,Large,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,7,3,1.1,2.8,Low,15.0,29.95,45.0,89.85,32
MOV-008,Movement Austin,Texas,Large,CB-001,Petzl Attache,Carabiners,Petzl,7,4,1.1,3.8,Low,8.0,16.95,32.0,67.8,22
MOV-008,Movement Austin,Texas,Large,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,7,2,1.0,2.0,Low,7.0,14.95,14.0,29.9,17
MOV-008,Movement Austin,Texas,Large,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,7,2,0.8,2.5,Low,12.0,24.95,24.0,49.9,14
MOV-008,Movement Austin,Texas,Large,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,12,9,2.0,4.5,In Stock,8.0,17.95,72.0,161.55,2
MOV-008,Movement Austin,Texas,Large,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,12,6,2.5,2.4,Low,10.0,21.95,60.0,131.7,23
MOV-008,Movement Austin,Texas,Large,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,12,12,2.0,6.1,In Stock,9.0,19.95,108.0,239.4,25
MOV-008,Movement Austin,Texas,Large,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,7,4,1.5,2.7,Low,95.0,189.95,380.0,759.8,9
MOV-008,Movement Austin,Texas,Large,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,7,4,1.2,3.4,Low,80.0,159.95,320.0,639.8,20
MOV-008,Movement Austin,Texas,Large,AP-001,prAna Stretch Zion Pant,Apparel,prAna,15,4,3.7,1.1,Critical Low,40.0,85.0,160.0,340.0,37
MOV-008,Movement Austin,Texas,Large,AP-002,prAna Bridger Jean,Apparel,prAna,15,7,3.3,2.2,Low,35.0,75.0,245.0,525.0,9
MOV-008,Movement Austin,Texas,Large,AP-003,Movement Logo Tee,Apparel,prAna,15,3,1.7,1.7,Critical Low,8.0,25.0,24.0,75.0,28
MOV-008,Movement Austin,Texas,Large,TR-001,Metolius Simulator 3D,Training,Metolius,7,5,1.3,3.7,Low,20.0,44.95,100.0,224.75,3
MOV-008,Movement Austin,Texas,Large,TR-002,Metolius Rock Rings,Training,Metolius,7,7,0.9,8.0,In Stock,15.0,34.95,105.0,244.65,53
MOV-009,Movement Houston,Texas,Medium,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,10,6,1.4,4.1,In Stock,45.0,89.95,270.0,539.7,41
MOV-009,Movement Houston,Texas,Medium,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,10,8,1.9,4.2,In Stock,50.0,99.95,400.0,799.6,49
MOV-009,Movement Houston,Texas,Medium,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,10,10,1.3,7.4,In Stock,95.0,189.95,950.0,1899.5,34
MOV-009,Movement Houston,Texas,Medium,SH-004,Evolv Defy,Climbing Shoes,Evolv,10,7,1.3,5.2,In Stock,40.0,79.95,280.0,559.65,9
MOV-009,Movement Houston,Texas,Medium,SH-005,Evolv Shaman,Climbing Shoes,Evolv,10,6,1.8,3.3,Low,85.0,169.95,510.0,1019.7,20
MOV-009,Movement Houston,Texas,Medium,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,10,5,1.8,2.7,Low,90.0,179.95,450.0,899.75,14
MOV-009,Movement Houston,Texas,Medium,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,10,6,1.8,3.3,Low,42.0,84.95,252.0,509.7,47
MOV-009,Movement Houston,Texas,Medium,HR-001,Petzl Corax,Harnesses,Petzl,8,10,1.8,5.6,In Stock,32.0,64.95,320.0,649.5,50
MOV-009,Movement Houston,Texas,Medium,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,8,6,0.5,12.0,In Stock,30.0,59.95,180.0,359.7,16
MOV-009,Movement Houston,Texas,Medium,HR-003,Petzl Sitta,Harnesses,Petzl,8,7,0.6,12.4,Overstock,70.0,139.95,490.0,979.65,48
MOV-009,Movement Houston,Texas,Medium,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,8,5,1.1,4.5,In Stock,35.0,69.95,175.0,349.75,5
MOV-009,Movement Houston,Texas,Medium,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,25,26,3.3,7.9,In Stock,10.0,21.95,260.0,570.7,43
MOV-009,Movement Houston,Texas,Medium,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,25,17,4.5,3.8,Low,12.0,24.95,204.0,424.15,11
MOV-009,Movement Houston,Texas,Medium,CH-003,Metolius Super Chalk,Chalk,Metolius,25,35,3.6,9.8,In Stock,4.0,9.95,140.0,348.25,50
MOV-009,Movement Houston,Texas,Medium,CH-004,Black Diamond White Gold,Chalk,Black Diamond,25,18,1.7,10.8,In Stock,5.0,11.95,90.0,215.1,38
MOV-009,Movement Houston,Texas,Medium,BD-001,Petzl GriGri+,Belay Devices,Petzl,5,3,0.8,3.8,Low,55.0,109.95,165.0,329.85,43
MOV-009,Movement Houston,Texas,Medium,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,5,2,0.6,3.2,Low,12.0,24.95,24.0,49.9,47
MOV-009,Movement Houston,Texas,Medium,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,5,4,0.9,4.5,In Stock,15.0,29.95,60.0,119.8,41
MOV-009,Movement Houston,Texas,Medium,CB-001,Petzl Attache,Carabiners,Petzl,5,1,0.7,1.4,Critical Low,8.0,16.95,8.0,16.95,45
MOV-009,Movement Houston,Texas,Medium,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,5,4,1.1,3.5,Low,7.0,14.95,28.0,59.8,40
MOV-009,Movement Houston,Texas,Medium,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,5,2,1.1,1.8,Critical Low,12.0,24.95,24.0,49.9,28
MOV-009,Movement Houston,Texas,Medium,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,8,7,1.9,3.6,Low,8.0,17.95,56.0,125.65,18
MOV-009,Movement Houston,Texas,Medium,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,8,3,2.1,1.5,Critical Low,10.0,21.95,30.0,65.85,18
MOV-009,Movement Houston,Texas,Medium,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,8,5,1.5,3.4,Low,9.0,19.95,45.0,99.75,17
MOV-009,Movement Houston,Texas,Medium,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,5,3,1.0,2.9,Low,95.0,189.95,285.0,569.85,17
MOV-009,Movement Houston,Texas,Medium,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,5,0,0.7,0.0,Out of Stock,80.0,159.95,0.0,0.0,50
MOV-009,Movement Houston,Texas,Medium,AP-001,prAna Stretch Zion Pant,Apparel,prAna,10,5,1.8,2.7,Low,40.0,85.0,200.0,425.0,24
MOV-009,Movement Houston,Texas,Medium,AP-002,prAna Bridger Jean,Apparel,prAna,10,2,1.7,1.1,Critical Low,35.0,75.0,70.0,150.0,4
MOV-009,Movement Houston,Texas,Medium,AP-003,Movement Logo Tee,Apparel,prAna,10,5,2.1,2.4,Low,8.0,25.0,40.0,125.0,24
MOV-009,Movement Houston,Texas,Medium,TR-001,Metolius Simulator 3D,Training,Metolius,5,3,1.0,3.0,Low,20.0,44.95,60.0,134.85,57
MOV-009,Movement Houston,Texas,Medium,TR-002,Metolius Rock Rings,Training,Metolius,5,3,0.9,3.2,Low,15.0,34.95,45.0,104.85,48
MOV-010,Movement San Francisco,California,Large,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,15,7,3.3,2.1,Low,45.0,89.95,315.0,629.65,45
MOV-010,Movement San Francisco,California,Large,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,15,4,2.5,1.6,Critical Low,50.0,99.95,200.0,399.8,31
MOV-010,Movement San Francisco,California,Large,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,15,14,1.7,8.3,In Stock,95.0,189.95,1330.0,2659.3,34
MOV-010,Movement San Francisco,California,Large,SH-004,Evolv Defy,Climbing Shoes,Evolv,15,14,1.4,9.9,In Stock,40.0,79.95,560.0,1119.3,56
MOV-010,Movement San Francisco,California,Large,SH-005,Evolv Shaman,Climbing Shoes,Evolv,15,11,1.3,8.2,In Stock,85.0,169.95,935.0,1869.45,46
MOV-010,Movement San Francisco,California,Large,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,15,15,4.3,3.5,Low,90.0,179.95,1350.0,2699.25,5
MOV-010,Movement San Francisco,California,Large,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,15,12,3.1,3.8,Low,42.0,84.95,504.0,1019.4,32
MOV-010,Movement San Francisco,California,Large,HR-001,Petzl Corax,Harnesses,Petzl,12,5,2.7,1.8,Critical Low,32.0,64.95,160.0,324.75,45
MOV-010,Movement San Francisco,California,Large,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,12,7,1.6,4.4,In Stock,30.0,59.95,210.0,419.65,35
MOV-010,Movement San Francisco,California,Large,HR-003,Petzl Sitta,Harnesses,Petzl,12,12,1.4,8.6,In Stock,70.0,139.95,840.0,1679.4,53
MOV-010,Movement San Francisco,California,Large,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,12,6,2.1,2.9,Low,35.0,69.95,210.0,419.7,32
MOV-010,Movement San Francisco,California,Large,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,37,30,4.2,7.2,In Stock,10.0,21.95,300.0,658.5,49
MOV-010,Movement San Francisco,California,Large,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,37,20,6.0,3.3,Low,12.0,24.95,240.0,499.0,18
MOV-010,Movement San Francisco,California,Large,CH-003,Metolius Super Chalk,Chalk,Metolius,37,24,4.0,6.0,In Stock,4.0,9.95,96.0,238.8,30
MOV-010,Movement San Francisco,California,Large,CH-004,Black Diamond White Gold,Chalk,Black Diamond,37,21,4.0,5.3,In Stock,5.0,11.95,105.0,250.95,6
MOV-010,Movement San Francisco,California,Large,BD-001,Petzl GriGri+,Belay Devices,Petzl,7,7,1.2,5.8,In Stock,55.0,109.95,385.0,769.65,57
MOV-010,Movement San Francisco,California,Large,BD-002,Black Diamond ATC-XP,Belay Devices,Black Diamond,7,3,1.0,2.9,Low,12.0,24.95,36.0,74.85,32
MOV-010,Movement San Francisco,California,Large,BD-003,Mammut Smart 2.0,Belay Devices,Mammut,7,3,1.1,2.8,Low,15.0,29.95,45.0,89.85,56
MOV-010,Movement San Francisco,California,Large,CB-001,Petzl Attache,Carabiners,Petzl,7,9,1.4,6.5,In Stock,8.0,16.95,72.0,152.55,18
MOV-010,Movement San Francisco,California,Large,CB-002,Black Diamond RockLock,Carabiners,Black Diamond,7,7,1.3,5.2,In Stock,7.0,14.95,49.0,104.65,26
MOV-010,Movement San Francisco,California,Large,CB-003,Petzl Djinn Quickdraw,Carabiners,Petzl,7,1,1.2,0.8,Critical Low,12.0,24.95,12.0,24.95,44
MOV-010,Movement San Francisco,California,Large,CB-101,Metolius Competition Chalk Bag,Chalk Bags,Metolius,12,4,3.0,1.3,Critical Low,8.0,17.95,32.0,71.8,13
MOV-010,Movement San Francisco,California,Large,CB-102,Mammut Gym Print Chalk Bag,Chalk Bags,Mammut,12,16,1.9,8.3,In Stock,10.0,21.95,160.0,351.2,42
MOV-010,Movement San Francisco,California,Large,CB-103,Black Diamond Mojo Chalk Bag,Chalk Bags,Black Diamond,12,9,0.6,16.0,Overstock,9.0,19.95,81.0,179.55,37
MOV-010,Movement San Francisco,California,Large,RP-001,Beal Stinger III 9.4mm,Ropes,Beal,7,1,1.3,0.8,Critical Low,95.0,189.95,95.0,189.95,26
MOV-010,Movement San Francisco,California,Large,RP-002,Mammut Crag Classic 9.8mm,Ropes,Mammut,7,5,1.8,2.8,Low,80.0,159.95,400.0,799.75,33
MOV-010,Movement San Francisco,California,Large,AP-001,prAna Stretch Zion Pant,Apparel,prAna,15,14,1.7,8.4,In Stock,40.0,85.0,560.0,1190.0,43
MOV-010,Movement San Francisco,California,Large,AP-002,prAna Bridger Jean,Apparel,prAna,15,8,2.4,3.3,Low,35.0,75.0,280.0,600.0,56
MOV-010,Movement San Francisco,California,Large,AP-003,Movement Logo Tee,Apparel,prAna,15,16,1.0,15.9,Overstock,8.0,25.0,128.0,400.0,33
MOV-010,Movement San Francisco,California,Large,TR-001,Metolius Simulator 3D,Training,Metolius,7,1,1.5,0.7,Critical Low,20.0,44.95,20.0,44.95,43
MOV-010,Movement San Francisco,California,Large,TR-002,Metolius Rock Rings,Training,Metolius,7,5,0.5,10.0,In Stock,15.0,34.95,75.0,174.75,54
MOV-011,Movement Sunnyvale,California,Medium,SH-001,La Sportiva Tarantula,Climbing Shoes,La Sportiva,10,3,0.9,3.4,Low,45.0,89.95,135.0,269.85,44
MOV-011,Movement Sunnyvale,California,Medium,SH-002,La Sportiva Finale,Climbing Shoes,La Sportiva,10,6,1.8,3.4,Low,50.0,99.95,300.0,599.7,37
MOV-011,Movement Sunnyvale,California,Medium,SH-003,La Sportiva Solution,Climbing Shoes,La Sportiva,10,9,2.4,3.7,Low,95.0,189.95,855.0,1709.55,9
MOV-011,Movement Sunnyvale,California,Medium,SH-004,Evolv Defy,Climbing Shoes,Evolv,10,9,1.3,7.0,In Stock,40.0,79.95,360.0,719.55,19
MOV-011,Movement Sunnyvale,California,Medium,SH-005,Evolv Shaman,Climbing Shoes,Evolv,10,7,0.8,8.5,In Stock,85.0,169.95,595.0,1189.65,3
MOV-011,Movement Sunnyvale,California,Medium,SH-006,Scarpa Instinct VS,Climbing Shoes,Scarpa,10,11,2.0,5.4,In Stock,90.0,179.95,990.0,1979.45,24
MOV-011,Movement Sunnyvale,California,Medium,SH-007,Black Diamond Momentum,Climbing Shoes,Black Diamond,10,7,1.3,5.2,In Stock,42.0,84.95,294.0,594.65,19
MOV-011,Movement Sunnyvale,California,Medium,HR-001,Petzl Corax,Harnesses,Petzl,8,8,0.6,12.6,Overstock,32.0,64.95,256.0,519.6,31
MOV-011,Movement Sunnyvale,California,Medium,HR-002,Black Diamond Momentum Harness,Harnesses,Black Diamond,8,8,1.0,8.2,In Stock,30.0,59.95,240.0,479.6,43
MOV-011,Movement Sunnyvale,California,Medium,HR-003,Petzl Sitta,Harnesses,Petzl,8,2,1.3,1.5,Critical Low,70.0,139.95,140.0,279.9,38
MOV-011,Movement Sunnyvale,California,Medium,HR-004,Mammut Ophir 4 Slide,Harnesses,Mammut,8,4,0.6,6.6,In Stock,35.0,69.95,140.0,279.8,17
MOV-011,Movement Sunnyvale,California,Medium,CH-001,FrictionLabs Unicorn Dust,Chalk,FrictionLabs,25,10,4.0,2.5,Low,10.0,21.95,100.0,219.5,28
MOV-011,Movement Sunnyvale,California,Medium,CH-002,FrictionLabs Gorilla Grip,Chalk,FrictionLabs,25,14,5.1,2.7,Low,12.0,24.95,168.0,349.3,40
